ItemCode,Item,MDA,MDACode, Amount ,Numeric MDA Code,Ministry
FMODM13684181,PRODUCTION OF DOCUMENTARY ON ACTIVITIES OF MOD AND ITS AGENCIES & AIRING,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 10,500,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM52407784,ESTABLISHMENT OF A MILITARY INDUSTRIAL COMPLEX,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 450,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM12321018,PROVISION OF GYMNASTIC EQUIPMENT FOR MOD GYMNASTIC HALL,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 12,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM64177427,PURCHASE OF SECURITY EQUIPMENT,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 500,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM48215295,ANNUAL MANDATORY DEVELOPMENT FOR ALL CADRE OF STAFF,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 120,774,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM22494846,RESEARCH AND DEVELOPMENT,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 27,200,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM60714400,PROJECT MONITORING AND EVALUATION,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 35,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM22011399,SETTLEMENT OF DEBTS OWED TO CONTRACTORS,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 726,820,215.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM67375298,PHCN OUTSTANDING DEBTS,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 2,350,954,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM01324503,"CLAIM FOR LOSS/DAMAGES ON FORCEFUL CLOSURE OF 269 SHOPS AT GIWA BARRACKS, LAGOS",FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 585,954,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM61673872,MALARIA/TUBERCULOSIS/HIV/AIDS,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 30,050,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM23311279,AUTOMATION OF FINANCE AND ACCOUNTS PROCESSES,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 75,190,006.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM63227094,INSPECTION OF ACCOUNTS BOOKS AND PAC MATTERS,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 95,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM64101499,"IMPLEMENTATION OF IPSAS PROGRAMME (ACCOUNTS, BUDGET & AUDIT)",FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 75,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM78680344,HIV/AIDS PREVENTION AND MANAGEMENT,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 30,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM62387412,TENDER PROCESSES AND ADVERTISEMENT OF CAPITAL PROJECTS AND RECURRENTPROCUREMENTS,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 38,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM41320057,CONDUCT OF QUARTERLY REFORM MONITORING AND EVALUATION EXERCISE IN MOD AND ITSAGENCIES,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 40,290,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM71523456,PROCUREMENT OF MEDICAL EQUIPMENT,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 100,990,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM08327710,BARRACKS REHABILITATION NATION WIDE,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 2,200,000,002.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM48710737,GEOGRAPHIC INFORMATION SYSTEM (GIS) FOR MILITARY LANDED PROPERTIES.,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 35,185,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM23970514,MOD HEALTH RESEARCH ETHICS (MODHREC),FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 25,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM19417218,PURCHASE OF PROJECT VEHICLES,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 250,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM35229670,BILATERAL DEFENCE AGREEMENT/COOPERATION WITH FOREIGN COUNTRIES,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 35,000,001.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM71253361,ORPHAN AND VULNERABLE CHILDREN PROGRAMME IN THE DEFENCE SECTOR,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 38,132,017.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM46249998,IMPLEMENTATION OF FOI,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 20,771,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM80975719,DEVELOPMENT OF COMPENDIUM OF DEFENCE STATISTICS,FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 40,166,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM24528806,"RENOVATION OF MOD CPUS BUILDING (82ND DIV ENUGU, 1ST DIV KADUNA, 3RD DIV JOS, 2ND DIVIBADAN AND MIL. HOSP. BENIN)",FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 160,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
FMODM47793657,"WEST AFRICAN LIAISON OFFICE OF INTERNATIONAL MILITARY SPORTS COUNCIL (WALO-CISM)(OUTSTANDING ALLOWANCE FOR 2014, 2015 AND 2016) AND PROVISION FOR THE YEAR 2017",FEDERAL MINISTRY OF DEFENCE - HQTRS,0116001001," 275,000,000.00 ",116001001,FEDERAL MINISTRY OF DEFENCE
DHDAU05573099,CONSTRUCTION OF ARMED FORCES SPECIALIST HOSPITAL,DEFENCE HEADQUARTERS,0116002001," 700,000,000.00 ",116002001,FEDERAL MINISTRY OF DEFENCE
DHDAU33236980,CONSTRUCTION OF DHQ MT YARD,DEFENCE HEADQUARTERS,0116002001," 86,774,630.00 ",116002001,FEDERAL MINISTRY OF DEFENCE
DHDAU64551753,PROVISION OF ELEVATORS,DEFENCE HEADQUARTERS,0116002001," 150,000,000.00 ",116002001,FEDERAL MINISTRY OF DEFENCE
DHDAU62149065,CONSTRUCTION OF RANGE,DEFENCE HEADQUARTERS,0116002001," 50,000,000.00 ",116002001,FEDERAL MINISTRY OF DEFENCE
DHDAU52497278,CONSTRUCTION OF ARMED FORCES SPECIAL FORCE BARRACKS,DEFENCE HEADQUARTERS,0116002001," 1,633,489,588.00 ",116002001,FEDERAL MINISTRY OF DEFENCE
DHDAU52092019,PROCUREMENT OF HOUSE BOAT,DEFENCE HEADQUARTERS,0116002001," 1,225,000,000.00 ",116002001,FEDERAL MINISTRY OF DEFENCE
Army63585307,ELECTRICAL AND DRAINAGE WORKS FOR THE NIGERIAN ARMY BARRACKS PROJECT IN GUSAU,NIGERIAN ARMY,0116003001," 176,811,705.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army88992753,PROCUREMENT OF LIFE JACKETS FOR NA TROOPS IN NIGER DELTA,NIGERIAN ARMY,0116003001," 500,000,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army37424969,"PROCUREMENT OF 3 X PRADO TX JEEP, 3 X HILUX DOUBLE CABIN AND 4 X PEUGEOT 508 STAFFCARS FOR TRADOC",NIGERIAN ARMY,0116003001," 229,610,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army69719997,REHABILITATION OF HQ TRADOC NA MINNA OFFICE COMPLEX,NIGERIAN ARMY,0116003001," 640,022,267.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army30913174,PROCUREMENT A VEHICLES,NIGERIAN ARMY,0116003001," 1,523,500,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army17896941,BARRACKS REHABILITATION BY NA ENGRS,NIGERIAN ARMY,0116003001," 3,535,000,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army39097043,PROCUREMENT OF AMMUNITION OF VARIOUS TYPES AND CALIBRE,NIGERIAN ARMY,0116003001," 5,000,000,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army66038645,RENOVATION OF 35 BN BARRACKS KATSINA,NIGERIAN ARMY,0116003001," 1,044,947,896.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army11129878,"PROVISION OF QTY 150,000 DOG TAGS TO THE NA BY NAEME",NIGERIAN ARMY,0116003001," 120,000,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army71790422,UNITS RELOCATION REQUIREMENT,NIGERIAN ARMY,0116003001," 331,674,175.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army16990106,PROCUREMENT OF 25 X DOUBLE CABIN TOYOTA BUFFALO FOR NA TRAINING SCHOOLS,NIGERIAN ARMY,0116003001," 242,040,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army81248198,PROCUREMENT OF 20 X PEUGEOT 508 STAFF CARS FOR NA FORMATIONS,NIGERIAN ARMY,0116003001," 308,108,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army57904299,ACQUISITION OF COMMUNICATION AND SECURITY EQUIPMENT BY NIGERIAN ARMY SIGNALS,NIGERIAN ARMY,0116003001," 701,798,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army51228861,PROCUREMENT OF QTY 1400 TENTAGES OF VARIOUS SIZES FOR NA,NIGERIAN ARMY,0116003001," 448,280,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army07365338,"PROCUREMENT OF SPARE PARTS AND TYRES FOR ""B"" VEHICLES",NIGERIAN ARMY,0116003001," 772,090,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army78764525,RENOVATION OF SOLDIERS QUARTERS AT NASST BENIN CITY,NIGERIAN ARMY,0116003001," 51,331,100.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army55423180,RESTORATION OF WATER SUPPLY AND RETICULATION WITH ROAD CONSTRUCTION WORKS INNASME AND 72 SF BN BARRACKS,NIGERIAN ARMY,0116003001," 99,729,350.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army46987774,PROCUREMENT OF ADDITIONAL EQUIPING OF 44 NARHK TO A UN LEVEL 4 HOSPITAL,NIGERIAN ARMY,0116003001," 670,731,689.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army92783109,PROJECTS RENOVATION OF OFFICE COMPLEX/RESIDENTIAL ACCOMMODATION ANDCONSTRUCTION OF ARMOURY AND MAGAZINE AT HQ 35 ARTY BDE ABEOKUTA,NIGERIAN ARMY,0116003001," 215,000,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army33062187,REHABILITATION OF STRUCTURES AND RELOCATION OF 81 DIV TRG AREA FROM IBEREKOBARRACKS IN BADAGRY TO AJILETE RANGE OGUN STATE,NIGERIAN ARMY,0116003001," 73,943,430.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army23054096,CONSTRUCTION OF 2.2 KILOMETRES ROAD CULVERT DRAINAGE TOILETS SPECTATOR STANDAND CAR PARK AT AHQ SHOOTING RANGE SHITTU ALAO BARRACKS KEFFI,NIGERIAN ARMY,0116003001," 139,627,586.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army44610746,PURCHASE OF 30 X DOUBLE CABIN BUFFALO HILUX STAFF CARS AND 20 X 7 TON TCV FOR NAUNITS,NIGERIAN ARMY,0116003001," 783,080,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army77795559,PROCUREMENT OF 10 X 508 PEUGEOT STAFF CARS AND 5 X PRADO TX JEEP FOR AHQ STAFFOFFICERS,NIGERIAN ARMY,0116003001," 373,750,000.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army16882182,COMPLETION OF THE ABANDONED PROJECT NA BARRACKS GOMBE,NIGERIAN ARMY,0116003001," 419,790,846.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Army01074946,PROVISION OF UNIFORMS AND OTHER KITTING ITEMS,NIGERIAN ARMY,0116003001," 2,522,204,320.00 ",116003001,FEDERAL MINISTRY OF DEFENCE
Navy01540158,CAPACITY DEVELOPMENT,NIGERIAN NAVY,0116004001," 450,000,000.00 ",116004001,FEDERAL MINISTRY OF DEFENCE
Navy21871455,FLEET SUPPORT INFRASTRUCTURE,NIGERIAN NAVY,0116004001," 4,263,491,853.00 ",116004001,FEDERAL MINISTRY OF DEFENCE
Navy39769844,FLEET RENEWAL,NIGERIAN NAVY,0116004001," 15,260,277,576.00 ",116004001,FEDERAL MINISTRY OF DEFENCE
Navy19750365,OPERATIONAL LOGISTICS,NIGERIAN NAVY,0116004001," 4,496,264,056.00 ",116004001,FEDERAL MINISTRY OF DEFENCE
Navy30987258,PERSONNEL WELFARE ENHANCEMENT,NIGERIAN NAVY,0116004001," 1,976,376,357.00 ",116004001,FEDERAL MINISTRY OF DEFENCE
Airforce03326892,RECONFIGURATION OF 2 X AGUSTA AW101 HELICOPTERS,NIGERIAN AIRFORCE,0116005001," 620,000,000.00 ",116005001,FEDERAL MINISTRY OF DEFENCE
Airforce59618081,INFRASTRUCTURAL AND OPERATIONAL DEVELOPMENT,NIGERIAN AIRFORCE,0116005001," 942,853,774.00 ",116005001,FEDERAL MINISTRY OF DEFENCE
Airforce54813224,COMMUNICATIONS,NIGERIAN AIRFORCE,0116005001," 116,349,584.00 ",116005001,FEDERAL MINISTRY OF DEFENCE
Airforce93544607,"PLATFORM ACQUISITIONS (FOR COUNTER AIR, COUNTER SURFACE, AIR OPS FOR STRATEGICEFFECT AND AIR SUPPORT OPERATIONS)",NIGERIAN AIRFORCE,0116005001," 21,641,871,422.00 ",116005001,FEDERAL MINISTRY OF DEFENCE
Airforce15795905,OPERATIONAL LOGISTICS,NIGERIAN AIRFORCE,0116005001," 6,429,645,671.00 ",116005001,FEDERAL MINISTRY OF DEFENCE
NDANR06317554,PURCHASE OF AMMUNITION FOR CADETS TRAINING,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 200,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR94026623,PURCHASE OF AK47 RIFLES FOR CADETS,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 200,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR50925161,CONSTRUCTION OF A CENTRAL CADETS RECORD OFFICE THROUGH DIRECT LABOUR,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 50,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR94721432,PURCHASE OF OPERATIONAL HILUX VEHICLE FOR CADETS TRAINING,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 200,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR25829733,"RENOVATION OF ARMY, NAVY & AIR FORCE WINGS AT NDA PERMANENT SITE THROUGH DIRECTLABOUR.",NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 150,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR01774881,HAULAGE OF DECOMMISSIONED PLATFORMS FROM SERVICES TO NDA - DIRECT LABOUR,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 100,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR35701755,CONSTRUCTION AND PROVISION OF WASTE MANAGEMENT FACILITIES,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 450,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR74653686,CONSTRUCTION OF A SPORTS COMPLEX,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 1,257,019,784.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR28591824,CONSTRUCTION OF 2 KM SURFACE DRESSING OF ROAD TO OUTDOOR RANGE (DIRECT LABOUR),NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 250,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR12890541,CONSTRUCTION AND EQUIPPING OF 500 CAPACITY MULTI PURPOSE HALL,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 646,490,103.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR62389559,CONSTRUCTION OF BLOCKS OF 30 NOS.2 BEDROOM BUNGALOW OFFICERS ACCOMMODATION,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 750,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR95853282,"CONSTRUCTION OF EARTH DAM- WATER TREATMENT, STORAGE & RETICULATION.",NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 900,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR74398782,CONSTRUCTION OF 3 NOS. WAREHOUSES.,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 450,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR85384759,RENOVATION/UPGRADING OF FACILITIES/ ACCOMMODATION FOR CADETS OF SHORT SERVICECOURSE AT RIBADU CANTONMENT (DIRECT LABOUR),NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 250,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR56251296,PURCHASE OF PYROTECHNIC EXPLOSIVES.,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 200,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR22809191,PROVISION OF FURNITURE FOR FACULTY OF MILITARY SCIENCES,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 50,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR87959090,KITTING OF CADETS,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 250,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR23402790,"CONSTRUCTION OF 3 NOS WORSHIP CENTERS (MOSQUE, CATHOLIC AND PROTESTANT CHURCH)",NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 750,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR91607592,CONSTRUCTION OF A 50-MAN ONE BEDROOM OFFICERS TRANSIT ACCOMMODATION.,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 300,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR95504372,CONSTRUCTION AND EQUIPPING OF A 400 CAPACITY INTEGRATED LABORATORY.,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 450,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR36755338,RENOVATION OF FACULTY LIBRARY AT ACADEMIC BRANCH THROUGH DIRECT LABOUR,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 105,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR34085649,CONSTRUCTION OF AN ALTERNATIVE 350X150M PARADE GROUND,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 1,050,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR22771914,CONSTRUCTION OF CLASSROOM BLOCKS FOR DIRECTORATE OF MILITARY TRAINING A NDAPERMANENT SITE THROUGH DIRECT LABOUR,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 250,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR35654302,COMPLETE RENOVATION OF ACADEMIC BRANCH OFFICES AND LECTURE HALLS THROUGHDIRECT LABOUR,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 250,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR58457242,PROVISION OF FURNITURE AND TRAINING AIDS FOR DIRECTORATE OF MILITARY TRAINING,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 100,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDANR31137131,PROVISION OF A CENTRAL SEWAGE SYSTEM,NIGERIAN DEFENCE ACADEMY (NDA),0116006001," 500,000,000.00 ",116006001,FEDERAL MINISTRY OF DEFENCE
NDCHD92512742,INFRASTRUCTURAL SERVICE AT NDC PERMANENT SITE (PHASE 1),"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 1,836,604,740.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD33508545,PURCHASE OF MEDICAL EQUIPMENT,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 24,000,007.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD38362481,CONSTRUCTION OF ADMIN BLOCK (PERMANENT SITE) PHASE 1,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 5,258,869,670.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD17559013,LIBRARY AUTOMATION UPGRADE FROM EXISTING ALICE FOR WINDOWS TO LIBRARY 5,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 7,000,000.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD79190195,ONE-OFF (NON RECURRENT CHARGES) LAST MILE CONNECTIVITY & INTERNET,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 60,607,771.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD88052587,CONSTRUCTION OF PAVILION & COFFEE SHOP AT THE PERMANENT SITE,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 120,046,816.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD07756409,PROCUREMENT OF INSTRUCTIONAL AIDS BOTH AUDIO VISUAL AND VIDEO FOR HALLS ANDSYNDICATE ROOMS AT NDC HQ,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 24,091,000.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD22221091,SUBSCRIPTION FOR JOURNALS FOR E-LIBRARY,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 4,127,500.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD23288108,FURNISHING OF DIRECTING STAFF QUARTERS AT MAITAMA (16 NO DUPLEX AND BOYSQUARTERS),"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 86,672,000.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD38355485,PURCHASE OF OFFICIAL VEHICLES,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 164,630,600.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD78472773,UPGRADE OF RECURRENT CHARGES (ANNUAL) LAST MILE CONNECTIVITY & INTERNET,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 55,725,910.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD77221263,CONSTRUCTION OF A BLOCK OF THREE (3) BEDROOM FLATS AT PERMANENT SITE - PHASE 1,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 1,315,306,988.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD64126152,DEMOLITION AND CONSTRUCTION OF 12 NO 2 BEDROOM FLATS AT GWARINPA,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 199,668,842.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD87662667,RENOVATION AND FURNISHING OF NDC HEADQUARTERS,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 89,711,520.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD99626228,DIGITAL LIBRARY DEVELOPMENT,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 5,700,000.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD17179329,FURNISHING OF PARTICIPANTS QUARTERS 2,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 550,000,040.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD54189830,BOOK SECURITY (ANTI-THEFT PROTECTION OF LIBRARY BOOKS USING CHIPS TECHNOLOGY),"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 5,775,000.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD00346251,PROCUREMENT & INSTALLATION OF SECURITY EQUIPMENT AT NDC PERMANENT SITE,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 75,817,995.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD82029967,PROCUREMENT OF HARDWARE FOR E-LIBRARY,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 7,980,000.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
NDCHD05343343,PAYMENT OF CONSULTANCY FEES AT NDC PERMANENT SITE,"NATIONAL DEFENCE COLLEGE, NIGERIA",0116007001," 103,044,260.00 ",116007001,FEDERAL MINISTRY OF DEFENCE
CASCJ67933701,REMODELLING OF AFCSC SPORT CENTER FACILITIES,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 200,375,564.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ56125844,CONSTRUCTION AND FURNISHING OF OFFICE ACCOMMODATION FOR DIRECTING STAFF,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 250,000,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ38356035,RENOVATION OF JUNIOR NON COMMISSION OFFICERS' (JNCOS) QUARTERS,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 200,000,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ63946668,CONSTRUCTION OF STATE OF THE ART COLLEGE LIBRARY AND HALL OF FAME,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 1,287,521,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ28477786,PURCHASE OF COLLEGE VEHICLES,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 611,500,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ02206124,RENOVATION OF SENIOR NON COMMISSION OFFICERS' (SNCOS) QUARTERS,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 204,000,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ72241916,CONSTRUCTION AND FURNISHING OF 40 X 1 BEDROOM FLAT FOR JUNIOR COURSE HOSTEL,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 350,000,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ14657817,REMODELLING OF FURNISHING OF DIRECTING STAFF QUARTERS,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 295,000,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
CASCJ33006083,RENOVATION AND FURNISHING OF SENIOR COURSE ACCOMMODATION,"ARMED FORCES COMMAND AND STAFF COLLEGE , JAJI",0116008001," 194,479,000.00 ",116008001,FEDERAL MINISTRY OF DEFENCE
NAFRC05984343,PURCHASE OF OFFICE EQUIPMENT,NIGERIA ARMED FORCES RESETTLEMENT CENTRE - LAGOS,0116009001," 40,082,966.00 ",116009001,FEDERAL MINISTRY OF DEFENCE
